INC_CRC|BUSINESS_NAME|LATITUDE|LONGITUDE|LIC_NAME|STR_NAME|UNIT_NO|POSTCODE|LEVEL_NO
660DF955B07F54C0|MIAN JIA NOODLE BAR|103.805253387862|1.28747708332774|MIAN JIA PTE. LTD.|ALEXANDRA ROAD|1|159971|1
660DF95539D23782|JUZ EAT|103.805253387862|1.28747708332774|JIN LING ENTERPRISE PTE LTD|ALEXANDRA ROAD|4|159971|1
54A27BD6993B3F67|spizza havelock|103.82882420005|1.2887460380545|SPIZZA PTE LTD|HAVELOCK ROAD|677|160022|1
54A27BD6843B8442|CHIN HOE fresh fruits|103.82882420005|1.2887460380545|ANG AH TIONG|HAVELOCK ROAD|695|160022|1
2185484AC9AA7829|YOUR GROCER|103.827081283638|1.28807688301773|YOUR GROCER PRIVATE LIMITED|JALAN BUKIT HO SWEE|870|160034|1
2185484AE1F18D8C|SHAIFUL|103.827081283638|1.28807688301773|SHAIFUL PTE LTD|JALAN BUKIT HO SWEE|858|160034|1
17355BA9DF98D128|.|103.827502112102|1.28905635369182|TAY KOK SENG|BEO CRESCENT|8|160040|1
17355BA97299F606|bak Wa|103.827502112102|1.28905635369182|LIM EE BENG|BEO CRESCENT|16|160040|1
17355BA9FC40A9F6|SELL CURRY RICE|103.827502112102|1.28905635369182|PANG TEOW CHIN|BEO CRESCENT|10|160040|1
EDD106F5DF860DE0|ntuc fairprice supermarket|103.826793758818|1.28977814003505|NTUC FAIRPRICE CO-OPERATIVE LTD|HAVELOCK ROAD|755|160050|1
51A11B639F0D6EDC|CHAPTER 55|103.834135487433|1.28441397219786|PASSION FOR FOOD PTE. LTD.|TIONG BAHRU ROAD|37|160055|1
958B8D7635C5C4D2|MERCI MARCEL|103.833923073545|1.28424138054264|FROG'YS PTE. LTD.|ENG HOON STREET|68|160056|1
958B8D763BDCD8AF|TIONG BAHRU BAKERY|103.833923073545|1.28424138054264|TIONG BAHRU BAKERY PTE. LTD.|ENG HOON STREET|70|160056|1
C10E241210F0E742|THE TIONG BAHRU CLUB|103.833476055578|1.2848058680031|SINGAPURA F&B PTE. LTD.|ENG HOON STREET|88|160057|1
77329708FCB9AA09|OLD TIONG BAHRU BAK KUT TEH PTE LTD.|103.832978329319|1.28462238862021|OLD TIONG BAHRU BAK KUT TEH PTE LTD|SENG POH ROAD|31|160058|1
E0DC0D763EAD0702|AH CHIANG PORRIDGE|103.833214515906|1.28333820492959|AH CHIANG PORRIDGE PTE. LTD.|TIONG POH ROAD|38|160065|1
E0DC0D760A7EBD27|AH CHIANG PORRIDGE|103.833214515906|1.28333820492959|AH CHIANG PORRIDGE PTE. LTD.|TIONG POH ROAD|38|160065|1
09011756F831A8AB|DRIPS BAKERY CAFE|103.833681081453|1.28323472204798|GALAXY THE PASTRY KITCHEN PTE LTD|TIONG POH ROAD|5|160082|1
6DCEA4DDA8B0BF57|DELI2GO(Mr Johnny)|103.824757775312|1.27983690548789|DELI2GO PTE LTD|JALAN BUKIT MERAH|1832|160107|1
3F4C6B88EF13A4E6|raffles kitchen|103.853365181965|1.29326863605873|RC HOTELS (PTE.) LTD.|STAMFORD ROAD||178882|
476041E7D78D33C7|PASTA EXPRESS|103.850105814659|1.29665679473455|JU SENG HUAT F&B PTE. LTD.|STAMFORD ROAD|26/28|178901|B1
476041E7CEE20B8F|TAIWAN ICHIBAN|103.850105814659|1.29665679473455|TAIWAN ICHIBAN PTE. LTD.|STAMFORD ROAD|26/28|178901|B1
476041E7D5868E39|MUSLIM FOOD|103.850105814659|1.29665679473455|THE MASALA HUT PRIVATE LIMITED|STAMFORD ROAD|26/28|178901|B1
476041E7BAD6F195|BRICKLANE|103.850105814659|1.29665679473455|BRICKLANE PTE. LTD.|STAMFORD ROAD|22|178901|1
476041E766C51D36|BOYLE''S COFFEE & LOVE BITES|103.850105814659|1.29665679473455|JINN PRIVATE LIMITED|STAMFORD ROAD|22A|178901|1
D17754EC8BD83D9C|Subway|103.849551548012|1.29737729494295|SURAJ PTE LTD|STAMFORD ROAD|62|178902|1
328B66561BC54284|MR BEAN|103.848850754381|1.29792525489412|MR BEAN INTERNATIONAL PTE. LTD.|STAMFORD ROAD|72|178903|1
E9B5EC16E9ECA66B|2-IN-1|103.851261988948|1.2930788483216|FOOD REPUBLIC PTE. LTD.|STAMFORD ROAD|20/27|178905|B1
E9B5EC16000ECFC4|Cane & Juice|103.851261988948|1.2930788483216|SKYRICH PTE LTD|STAMFORD ROAD|28|178905|B2
E9B5EC1600EB9065|KING?S F&B|103.851261988948|1.2930788483216|ONG TAI WEE|STAMFORD ROAD|20/27|178905|B1
E9B5EC1639393719|TIGER SUGAR|103.851261988948|1.2930788483216|CLOVER LIFESTYLE PTE. LTD.|STAMFORD ROAD|32|178905|B2
E9B5EC16CC07B30E|LiHo|103.851261988948|1.2930788483216|ROYAL T GROUP PTE. LTD.|STAMFORD ROAD|31|178905|B2
E9B5EC1696D7893E|WAFU|103.851261988948|1.2930788483216|WAFU ENTERPRISE PTE. LTD.|STAMFORD ROAD|20/27|178905|B1
E9B5EC16360CBE9F|7 ELEVEN|103.851261988948|1.2930788483216|COLD STORAGE SINGAPORE (1983) PTE LTD|STAMFORD ROAD|24|178905|B2
E0C04B1EA63F97F2|BERTHOLD DELIKATESSEN|103.850710608389|1.29416211481541|PERENNIAL (SINGAPORE) RETAIL MANAGEMENT PTE. LTD.|STAMFORD ROAD|84|178906|1
E0C04B1E986D8272|BANQUET|103.850710608389|1.29416211481541|CAPITOL HOTEL MANAGEMENT PTE. LTD.|STAMFORD ROAD||178906|
E0C04B1E071BA72A|15 STAMFORD|103.850710608389|1.29416211481541|CAPITOL HOTEL MANAGEMENT PTE. LTD.|STAMFORD ROAD||178906|B2
E0C04B1EE673596F|FRIEDA|103.850710608389|1.29416211481541|PERENNIAL (SINGAPORE) RETAIL MANAGEMENT PTE. LTD.|STAMFORD ROAD|87|178906|1
8F7FA12ACAF6CB18|AURA RESTAURANT|103.851256736958|1.28987087009742|IL LIDO PTED LTD|SAINT ANDREW'S ROAD|3|178957|5
8F7FA12A6A06455B|ODETTE RESTAURANT|103.851256736958|1.28987087009742|ODETTE RESTAURANT PTE. LTD.|ST. ANDREW''S ROAD|4|178957|1
8F7FA12A1A177742|YAN|103.851256736958|1.28987087009742|YAN PTE LTD|ST. ANDREW'S ROAD|2|178957|5
8F7FA12A055B0212|NATIONAL KITCHEN BY VIOLET OON|103.851256736958|1.28987087009742|VIOLET OON INC. PTE LTD|ST. ANDREW'S ROAD|1|178957|2
8F7FA12A6ACBF4DC|GALLERY & CO|103.851256736958|1.28987087009742|BY ANDCO PTE. LTD.|ST. ANDREW'S ROAD|11|178957|1
B388AF5DC10F43D3|THE CATHEDRAL CAFE|103.85223304916|1.29233779928533|ST ANDREW'S CATHEDRAL|ST. ANDREW''S ROAD||178959|
2C0C0A4237190B29|MCGETTIGAN`S|103.844960582904|1.29031710060683|McGettigan's Singapore Pte Ltd|RIVER VALLEY ROAD|01C/D|179020|1
2C0C0A423F123805|KUSHIKATSU TANAKA|103.844960582904|1.29031710060683|SFBI (ASIA-PACIFIC) PTE. LTD.|RIVER VALLEY ROAD|01B|179020|1
2C0C0A42B1924F94|TSUI WAH CLARKE QUAY|103.844960582904|1.29031710060683|Vista F&B Services Pte Ltd|RIVER VALLEY ROAD|3|179020|1
2C0C0A428758FE3F|quayside seafood|103.844960582904|1.29031710060683|THE QUAYSIDE GROUP PTE. LTD.|RIVER VALLEY ROAD|2|179020|1
2C0C0A424A99D8A4|LEVEL UP|103.844960582904|1.29031710060683|ONE LEVELUP PTE. LTD.|RIVER VALLEY ROAD|4|179020|2
D223C62C6080B1C2|HOLEY MOLEY|103.845332071454|1.29089462535986|FUNLAB SINGAPORE HOLDINGS PTE. LTD.|RIVER VALLEY ROAD|1/4|179021|1
D223C62CEE05C703|HIGHLANDER|103.845332071454|1.29089462535986|HIGHLANDER BAR PTE. LTD.|RIVER VALLEY ROAD|11|179021|1
D223C62CBE439481|THE PUMP ROOM|103.845332071454|1.29089462535986|The Pump Room Pte Ltd|RIVER VALLEY ROAD|9/10|179021|1
D223C62C47C88B09|CASK AND BANGERS|103.845332071454|1.29089462535986|Cask and Bangers Pte Ltd|RIVER VALLEY ROAD|14|179021|1
D223C62CECFB4D25|DEUTSCHLANDER|103.845332071454|1.29089462535986|Phi Resources Pte Ltd|RIVER VALLEY ROAD|12|179021|1
D223C62CDE5BC6FC|THE RANCH|103.845332071454|1.29089462535986|ASTON FOOD & BEVERAGE SPECIALTIES PTE LTD|RIVER VALLEY ROAD|15|179021|1
D223C62CB7DDF93F|EAST TREASURE CHINESE RESTAURANT|103.845332071454|1.29089462535986|ASTON FOOD & BEVERAGE SPECIALTIES PTE LTD|RIVER VALLEY ROAD|16|179021|1
D223C62CEB8BAA31|DONERGY TURKISH ICE-CREAM|103.845332071454|1.29089462535986|DONERGY PTE. LTD.|RIVER VALLEY ROAD||179021|
AB661DFB3008364C|LE NOIR PTE LTD|103.845862837467|1.29072643443578|LE NOIR PTE LTD|RIVER VALLEY ROAD|1|179022|1
AB661DFB8E6BF80B|RAMEN KEISUKE LOBSTER KING|103.845862837467|1.29072643443578|KEISUKE SINGAPORE PTE. LTD.|RIVER VALLEY ROAD|7|179022|1
AB661DFB6005D332|ZOUK|103.845862837467|1.29072643443578|Zouk Clarke Quay Pte Ltd|RIVER VALLEY ROAD|5|179022|1
AB661DFBB4D54886|PHUTURE|103.845862837467|1.29072643443578|Zouk Clarke Quay Pte Ltd|RIVER VALLEY ROAD|6|179022|1
AB661DFB6E6E265E|RED HOUSE SEAFOOD|103.845862837467|1.29072643443578|RED HOUSE AT CLARKE QUAY PTE. LTD.|RIVER VALLEY ROAD|2|179022|1
AB661DFB6465619C|RedTail|103.845862837467|1.29072643443578|Zouk Clarke Quay Pte Ltd|RIVER VALLEY ROAD|4|179022|1
AB661DFB908D896C|DAMIAO HOTPOT|103.845862837467|1.29072643443578|DAMIAO DINING (SINGAPORE) PTE. LTD.|RIVER VALLEY ROAD|11|179022|1
AB661DFBF5E2B581|WAREHOUSE SINGAPORE|103.845862837467|1.29072643443578|VERVE HOLDINGS PTE. LTD.|RIVER VALLEY ROAD|9|179022|1
AB661DFB6A6D641A|FLEEK|103.845862837467|1.29072643443578|TRANSTEK PTE. LTD.|RIVER VALLEY ROAD|10|179022|1
AB661DFBCD7C7F75|CAPITAL|103.845862837467|1.29072643443578|Zouk Clarke Quay Pte Ltd|RIVER VALLEY ROAD|5|179022|2
AB661DFBAD2525C3|NEVERLAND|103.845862837467|1.29072643443578|P.T PTE. LIMITED|RIVER VALLEY ROAD|4|179022|2
05CA1F1C250FE853|OCTAPAS|103.845528264179|1.28989243894554|Octapas Private Limited|RIVER VALLEY ROAD|8|179023|1
05CA1F1CD4D5667E|HOOTERS|103.845528264179|1.28989243894554|OWLING ENTERPRISES PTE LTD|RIVER VALLEY ROAD||179023|
05CA1F1CCBD3D66C|SINGAPORE HAI DI LAO|103.845528264179|1.28989243894554|SINGAPORE HAI DI LAO DINING PTE. LTD.|RIVER VALLEY ROAD|4|179023|2
05CA1F1C8D4B8192|RENN THAI|103.845528264179|1.28989243894554|RENN THAI PTE LTD|RIVER VALLEY ROAD|5|179023|1
05CA1F1CB4942EDE|HOT STONES|103.845528264179|1.28989243894554|HOT STONES STEAK AND SEAFOOD RESTAURANT PTE LTD|RIVER VALLEY ROAD|6|179023|1
AAF026D968F1FDF1|fremantle seafood market|103.84641554554|1.2905082083977|HOT STONES STEAK AND SEAFOOD RESTAURANT PTE LTD|RIVER VALLEY ROAD|5/6|179024|1
AAF026D9E3F3EAE1|GET JUICED|103.84641554554|1.2905082083977|GET JUICED PTE LTD|RIVER VALLEY ROAD||179024|
AAF026D9D581A850|TCC|103.84641554554|1.2905082083977|SARIKA CONNOISSEUR CAFE PTE LTD|RIVER VALLEY ROAD|1|179024|1
AAF026D90C6D5A6B|STORY OF CHEN|103.84641554554|1.2905082083977|EIGHT @ RV PTE. LTD.|RIVER VALLEY ROAD|8|179024|1
AAF026D94151A95E|RODIZIO DO BRAZIL|103.84641554554|1.2905082083977|King Star Plus International Pte Ltd|RIVER VALLEY ROAD|7|179024|1
AAF026D9C1B55071|CRAZY ELEPHANT ANITA(MGR)|103.84641554554|1.2905082083977|TOWER INVESTMENT PTE LTD|RIVER VALLEY ROAD|3/4|179024|1
AAF026D908C0910E|LITTLE SAIGON|103.84641554554|1.2905082083977|THE IVY PTE. LTD.|RIVER VALLEY ROAD|2|179024|1
44417328B0F17A1F|BIJIN NABE|103.844586298874|1.29151478613339|AP COMPANY INTERNATIONAL SINGAPORE PTE. LTD.|RIVER VALLEY ROAD||179030|B1
44417328640B10B7|OKINAWAN DINER NIRAI-KANAI|103.844586298874|1.29151478613339|CHIMUGUKURU PTE LTD|RIVER VALLEY ROAD|1/2|179030|B1
44417328ECCC1990|HOKKAIDO DOSANKO PLAZA|103.844586298874|1.29151478613339|MEIDI-YA SINGAPORE CO (PTE) LTD|RIVER VALLEY ROAD|27|179030|B1
4441732839116CEA|SHIN YEH RESTURANT|103.844586298874|1.29151478613339|SHIN YEH RESTAURANT PTE. LTD.|RIVER VALLEY ROAD|19|179030|2
4441732811343C77|365 FRUIT JUICES & SMOOTHIES|103.844586298874|1.29151478613339|365 FRUIT JUICES & SMOOTHIES LLP|RIVER VALLEY ROAD|30A|179030|B1
444173283BCF6E35|SAIZERIYA|103.844586298874|1.29151478613339|SINGAPORE SAIZERIYA PTE. LTD.|RIVER VALLEY ROAD|22|179030|2
44417328BA9D43E2|MARUTAMA RAMAN|103.844586298874|1.29151478613339|ONE STEP (SINGAPORE) PTE. LTD.|RIVER VALLEY ROAD|1/3|179030|2
44417328193DA6D1|FUN TOAST|103.844586298874|1.29151478613339|FUN TOAST KAISTEC PTE LTD|RIVER VALLEY ROAD|37/38|179030|1
444173280E258BB5|7 ELEVEN|103.844586298874|1.29151478613339|COLD STORAGE SINGAPORE (1983) PTE LTD|RIVER VALLEY ROAD|11|179030|1
4441732827F0B127|D`` PELANGI RESTAURANT|103.844586298874|1.29151478613339|ROKIAH BUSTAMI|RIVER VALLEY ROAD|0|179031|6
AE331DE22728445B|BRINDAS|103.843925326515|1.29207740431055|BRINDA'S PTE. LTD.|RIVER VALLEY ROAD|2|179038|B2
320FA7D22B8B9613|INDIAN MUSLIM FOOD|103.850612610954|1.29222075896046|EVERGREEN F&B PTE. LTD.|NORTH BRIDGE ROAD|7D/7E|179098|B1
320FA7D29F75895F|Zay Yar|103.850612610954|1.29222075896046|ZAY YAR INTERNATIONAL GROUP PTE. LTD.|NORTH BRIDGE ROAD|20/21|179098|3
320FA7D25022ED68|LITTLE MYANMAR|103.850612610954|1.29222075896046|THE LITTLE MYANMAR PTE. LTD.|NORTH BRIDGE ROAD|07C|179098|B1
8B7EB611FC70857B|BROTZEIT|103.853119912535|1.2938935875293|BROTZEIT PTE LTD|NORTH BRIDGE ROAD|17|179103|1
8B7EB611FE306721|mos food|103.853119912535|1.2938935875293|MOS FOODS SINGAPORE PTE. LTD.|NORTH BRIDGE ROAD|38|179103|B1
8B7EB6116BA6B305|CHEWY JR|103.853119912535|1.2938935875293|BAKE NETWORK PTE LTD|NORTH BRIDGE ROAD|53|179103|B1
8B7EB6116D1C18DE|TIP TOP|103.853119912535|1.2938935875293|ALL BEST FOODS PTE. LTD.|NORTH BRIDGE ROAD|55|179103|B1
8B7EB611DC547666|52 SANDWICH SHACK|103.853119912535|1.2938935875293|KOKI NESUTO PTE LTD|NORTH BRIDGE ROAD|54|179103|B1
8B7EB611F2BB0A2D|ya kun cafe|103.853119912535|1.2938935875293|YA KUN CAFE PTE. LTD.|NORTH BRIDGE ROAD|80|179103|B1
8B7EB6116ABE79BC|Osaka Ohsho|103.853119912535|1.2938935875293|BACHMANN JAPANESE RESTAURANT PTE LTD|NORTH BRIDGE ROAD|75|179103|b1
8B7EB611655CEFF0|SIMPLY WRAPPS|103.853119912535|1.2938935875293|SIMPLY WRAPPS EXPRESS PTE. LTD.|NORTH BRIDGE ROAD|60|179103|B1
8B7EB6119AC2BCFE|o coffee club|103.853119912535|1.2938935875293|COFFEE CLUB PTE LTD|NORTH BRIDGE ROAD|30|179103|3
8B7EB6112FD293A2|Epidor -four leaves|103.853119912535|1.2938935875293|FOUR LEAVES PTE. LTD.|NORTH BRIDGE ROAD|44|179103|B1
8B7EB6113A2C4024|REAL THAI|103.853119912535|1.2938935875293|CHAN EATERY PTE. LTD.|NORTH BRIDGE ROAD|44F|179103|B1
8B7EB611A46468EB|THE BOTANIC|103.853119912535|1.2938935875293|THE BOTANIC RESTAURANT PTE LTD|NORTH BRIDGE ROAD|22A|179103|1
3A9A00103430AB32|KENG ENG KEE SEAFOOD|103.804019041177|1.28685131855809|KENG ENG KEE SEAFOOD PTE. LTD.|BUKIT MERAH LANE 1|124|150123|1
A3C65B49F082E139|Beverages|103.803532214101|1.28582331963008|KENG ENG KEE SEAFOOD PTE. LTD.|BUKIT MERAH LANE 1|136|150124|1
A3C65B4956639C7F|Keng Eng Kee Seafood|103.803532214101|1.28582331963008|KENG ENG KEE SEAFOOD PTE. LTD.|BUKIT MERAH LANE 1|136|150124|1
A3C65B495E6533D6|WOK IN BURGERS|103.803532214101|1.28582331963008|KENG ENG KEE SEAFOOD PTE. LTD.|BUKIT MERAH LANE 1|136|150124|1
A3C65B49CC882B83|lina|103.803532214101|1.28582331963008|LINAWATI SUKHAMTA|BUKIT MERAH LANE 1|138|150124|1
0A814B289C176AD6|PEPPER AND SALT|103.802995014944|1.2851285142206|PEPPER AND SALT RESTAURANT AND CATERING PTE. LTD.|BUKIT MERAH LANE 1|204|150126|1
EFF667F3F804606A|CENDEX CAFETERIA|103.822788897627|1.2799539808042|CHUA YONG KANG JEFFREY|LOWER DELTA ROAD|15|169208|1
EFF667F32C9B5D15|FRIENDLY VEGETARIAN FOOD|103.822788897627|1.2799539808042|YEO POH HUAT|LOWER DELTA ROAD|15|169208|1
EFF667F371234808|CRUNCHIE MUNCHIE|103.822788897627|1.2799539808042|TEO KIAN WAI EDWARD|LOWER DELTA ROAD|15|169208|1
EFF667F3C3381B9F|Oven Bakery|103.822788897627|1.2799539808042|CHUA KAR CHIN, IVIS|LOWER DELTA ROAD|15|169208|1
EFF667F366C1DBBF|GILLMAN SEAFOOD|103.822788897627|1.2799539808042|CHIUN CHONG BOON (JIANG CONGWEN)|LOWER DELTA ROAD|15|169208|1
F55F208E1FC792F3|COQ & BALLS|103.829272299186|1.2851418516967|COQ AND BALLS PTE LTD|KIM TIAN ROAD||169246|
D28F5B8A4D1BACE9|7 ELEVEN|103.829279308782|1.28508692239218|COLD STORAGE SINGAPORE (1983) PTE LTD|KIM TIAN ROAD||169247|
B615AC1B8DB8C87B|LEE TAI FU|103.829297016657|1.28486275477757|CHILLI PTE. LTD.|KIM TIAN ROAD||169251|
FC426D3603456CEE|ntuc fairprice|103.829298011427|1.28480734614992|NTUC FAIRPRICE CO-OPERATIVE LTD|KIM TIAN ROAD||169252|
41E2241803FC1317||103.82331806748|1.28083420222829|HALIMAH BINTE MOHAMAD|LOWER DELTA ROAD|1|169311|1
E6D6C1328FBFBFE9|7 ELEVEN|103.836808263458|1.27714160973242|COLD STORAGE SINGAPORE (1983) PTE LTD|KAMPONG BAHRU ROAD||169343|
2945E8C3801A5B88|HOMEGROUND PUB|103.836768552611|1.27713838753377|HUANG JIAWEI|KAMPONG BAHRU ROAD||169344|
1D792C3B6D9409E0|WEI LU|103.83635621458|1.27688213805088|WEI LU ENTERPRISE PRIVATE LIMITED|KAMPONG BAHRU ROAD||169356|
F10E717F2E69875F|NANATANG|103.83629838828|1.27683108219446|SERENA TANG YAO PEI|KAMPONG BAHRU ROAD||169358|
B4F5524EEB6A9785|The Temple|103.836145710538|1.27669299488026|9 PUB PTE. LTD.|KAMPONG BAHRU ROAD||169363|
938ADAB28BB60766|TMG|103.836013971431|1.27657045899486|ROYAL SUCCESS RESTAURANT PTE. LTD.|KAMPONG BAHRU ROAD|1|169367|1
D9229B59FAACC4AF|Duke Shanghai|103.835559138946|1.27617167879344|LNGO PTE. LTD.|KAMPONG BAHRU ROAD||169380|
76A78FC299FA49FF|MAHYUDDIN AL JAILANI RESTAURANT|103.835487622563|1.27610900455343|YA - MAHYUDDIN AL JAILANI RESTAURANT PTE. LTD.|KAMPONG BAHRU ROAD||169382|
78978DC590FF56BC|-|103.825951884653|1.28421153850458|ZHANGDE PRIMARY SCHOOL?|JALAN MEMBINA||169485|
78978DC5EDD62412|cooling sensation|103.825951884653|1.28421153850458|NG MENG HUA|JALAN MEMBINA||169485|
78978DC57E9173BB|fragrant rice platter|103.825951884653|1.28421153850458|RUSTI @ JEO KHIM HIANG|JALAN MEMBINA||169485|
78978DC506F9E968|makan sedap|103.825951884653|1.28421153850458|ASIAH BINTE TULUS|JALAN MEMBINA||169485|
CE4808AF063F3747|ORCHID THAI@BOWYER|103.830721774936|1.27993969060927|ORCHID THAI PTE. LTD.|HOSPITAL DRIVE|01A|169608|1
CE4808AF750729E7|WARD`S UP|103.830721774936|1.27993969060927|LEE CHEONG FAI|HOSPITAL DRIVE||169608|
CE4808AFCA5B5450|MR BEAN|103.830721774936|1.27993969060927|MR BEAN INTERNATIONAL PTE. LTD.|OUTRAM ROAD||169608|
CE4808AF2AED31E7|KAKI MAKAN|103.830721774936|1.27993969060927|SELECT GROUP PTE. LTD.|HOSPITAL DRIVE||169608|
CE4808AF27CB876E|TRIPLETS|103.830721774936|1.27993969060927|KEN SENG GUAN|HOSPITAL DRIVE||169608|
CE4808AF3CDD3405|JAPANESE RAMEN|103.830721774936|1.27993969060927|OBENTO PTE. LTD.|HOSPITAL DRIVE|0|169608|1
CE4808AF9F63E0B1||103.830721774936|1.27993969060927|ZAM ZAM KITCHEN PTE LTD|HOSPITAL DRIVE|0|169608|1
CE4808AFC5EF7295|NASI PADANG|103.830721774936|1.27993969060927|HORIZON MOON PTE. LTD.|HOSPITAL DRIVE|0|169608|1
8B7EB6117C3A38EA|BOOST JUICE|103.853119912535|1.2938935875293|LOVELIFE VENTURES PTE. LTD.|NORTH BRIDGE ROAD|51|179103|B1
8B7EB611F3FDC3EC|BREADTALK|103.853119912535|1.2938935875293|BREADTALK PTE LTD|NORTH BRIDGE ROAD|44A|179103|B1
8B7EB611D179F8D8|DA PAOLO GASTRONOMIA|103.853119912535|1.2938935875293|DA PAOLO GROUP PTE. LTD.|NORTH BRIDGE ROAD|45|179103|B1
8B7EB6116D79D74D|GODIVA CHOCOLATIER (ASIA) LIMITED|103.853119912535|1.2938935875293|GODIVA CHOCOLATIER (ASIA) LIMITED|NORTH BRIDGE ROAD|K1/K2|179103|B1
8B7EB611C84BAD94|JAB CAFE CO|103.853119912535|1.2938935875293|JAB COFFEE PTE. LTD.|NORTH BRIDGE ROAD|16|179103|B2
8B7EB611C382E457|THE COFFEE ACADEMICS|103.853119912535|1.2938935875293|THE COFFEE ACADEMICS PTE. LTD.|NORTH BRIDGE ROAD|12|179103|B1
8B7EB61191A8CE81|SABOTEN EXPRESS|103.853119912535|1.2938935875293|GS RESTAURANTS PTE. LTD.|NORTH BRIDGE ROAD|81|179103|B1
8B7EB611F11394D8|JOE & THE JUICE|103.853119912535|1.2938935875293|NFB ASIA PTE. LTD.|NORTH BRIDGE ROAD|45|179103|1
8B7EB611715CA9B7|PS CAFE|103.853119912535|1.2938935875293|PSGOURMET PTE. LTD.|NORTH BRIDGE ROAD|37|179103|3
8B7EB6113E5722B2|Food Junction|103.853119912535|1.2938935875293|FOOD JUNCTION MANAGEMENT PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611C8A56780|HERBAL SOUP|103.853119912535|1.2938935875293|JACOB FOOD PTE. LTD.|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611B2AEC61D|Toast Bread and Drinks|103.853119912535|1.2938935875293|FOOD JUNCTION MANAGEMENT PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611F5D1050D|Roast Meat|103.853119912535|1.2938935875293|NEW HONG KONG ROAST PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB61161792220|Pepper Lunch|103.853119912535|1.2938935875293|SFBI (ASIA-PACIFIC) PTE. LTD.|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB61174C2572F|formosa delight|103.853119912535|1.2938935875293|FORMOSA DELIGHTS PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB6117934ABB2|original delights|103.853119912535|1.2938935875293|ISSACHAR DE LIGHT (YHWH) PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611289096A2|NIL|103.853119912535|1.2938935875293|LAU DI FANG SCISSORS-CUT CURRY RICE PTE. LTD.|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB61170FB8431|PHO SAIGON|103.853119912535|1.2938935875293|HENRY THAM CHEE SUNG|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611AB62A07D|Kl Chili mee|103.853119912535|1.2938935875293|KAMPUNG PTE. LTD.|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB611C57DC686|beverage and dessert|103.853119912535|1.2938935875293|FOOD JUNCTION MANAGEMENT PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
8B7EB6117CC61A60|PUCHONG YONG TAU FOO|103.853119912535|1.2938935875293|FOOD JUNCTION SINGAPORE PTE LTD|NORTH BRIDGE ROAD|15/17|179103|3
3206A6C583F63481|CLOVER 8 BISTRO|103.849346278122|1.29046752314791|MIAO YI VEGETARIAN RESTAURANT PTE LTD|HIGH STREET|4|179433|1
B529ED557F2D8442|PRIVE ACM|103.851239281479|1.28762426879296|HERITAGE PARTNERS PTE. LTD.|EMPRESS PLACE|2|179555|1
B529ED55045CC135|EMPRESS|103.851239281479|1.28762426879296|HERITAGE PARTNERS PTE. LTD.|EMPRESS PLACE|3|179555|1
E4850EE425239B76|SINFONIA RISTORANTE|103.851584006339|1.28834752578526|MILANO VENTURES PTE LTD|EMPRESS PLACE|1|179558|1
E4850EE41FB0465E|JW MAGNITUDE PTE LTD|103.851584006339|1.28834752578526|JW MAGNITUDE PTE. LTD.|EMPRESS PLACE|0|179558|2
AD81F8B3E6B25E00|Oval Restaurant|103.85213173839|1.2888934361844|SINGAPORE CRICKET CLUB|CONNAUGHT DRIVE|0|179681|1
AD81F8B3D6E946C1|-|103.85213173839|1.2888934361844|SINGAPORE CRICKET CLUB|CONNAUGHT DRIVE|0|179681|2
AD81F8B33A285A7B|Singapore cricket club- Men' Bar|103.85213173839|1.2888934361844|SINGAPORE CRICKET CLUB|CONNAUGHT DRIVE|0|179681|B1
CE4808AF7B7110A4|STARBUCKS COFFEE|103.830721774936|1.27993969060927|STARBUCKS COFFEE SINGAPORE PTE. LTD.|OUTRAM ROAD||169608|
5322D64BF223DF2E|CAFE@HEART LEVEL 8|103.835954427487|1.27863261103349|LCM F&B PTE. LTD.|HOSPITAL DRIVE|36|169609|8
C6FC975B08A6872D|PO RESTAURANT|103.837472057283|1.28920178884641|I HOTEL PTE. LTD.|HAVELOCK ROAD||169628|
03E503E478A772F2|FOUR POINTS EATERY|103.836603819591|1.28937099949942|KECK SENG HOTEL PTE LTD?|HAVELOCK ROAD|0|169629|1
03E503E4E87D4051|IMPERIAL RESTAURANT|103.836603819591|1.28937099949942|SINCHI ENTERPRISE PTE. LTD.|HAVELOCK ROAD|0|169629|2
03E503E4D00C81F2|irodori|103.836603819591|1.28937099949942|IRODORI JAPANESE RESTAURANT PTE. LTD.|HAVELOCK ROAD|1|169629|3
